,collected_at,sensor_name,last_update,trigger,annotation
1947455,2022-07-18 11:25:15.607902+10:00,m8,2022-07-18 11:24:39+10:00,,4r
1947325,2022-07-18 11:24:47.497104+10:00,hue0,2022-07-18 11:24:41+10:00,True,n
1947522,2022-07-18 11:25:29.633563+10:00,m5,2022-07-18 11:24:46+10:00,,4r
1947343,2022-07-18 11:24:51.501743+10:00,hue0,2022-07-18 11:24:51+10:00,False,n
1947388,2022-07-18 11:25:01.512145+10:00,hue0,2022-07-18 11:24:55+10:00,True,n
1947482,2022-07-18 11:25:21.614892+10:00,m4,2022-07-18 11:24:56+10:00,,4r
1947568,2022-07-18 11:25:41.553006+10:00,hue0,2022-07-18 11:25:05+10:00,False,n
1947663,2022-07-18 11:26:01.656332+10:00,m4,2022-07-18 11:25:35+10:00,,4r
1947625,2022-07-18 11:25:53.644475+10:00,m8,2022-07-18 11:25:38+10:00,,4r
1947613,2022-07-18 11:25:51.559881+10:00,hue0,2022-07-18 11:25:42+10:00,True,n
1947710,2022-07-18 11:26:11.674846+10:00,m5,2022-07-18 11:25:45+10:00,,4r
1947622,2022-07-18 11:25:53.564476+10:00,hue0,2022-07-18 11:25:52+10:00,False,n
1947752,2022-07-18 11:26:21.679067+10:00,m8,2022-07-18 11:25:59+10:00,,4r
1947658,2022-07-18 11:26:01.574777+10:00,hue0,2022-07-18 11:26:00+10:00,True,n
1947751,2022-07-18 11:26:21.676721+10:00,m4,2022-07-18 11:26:01+10:00,,4r
1947748,2022-07-18 11:26:21.594623+10:00,hue0,2022-07-18 11:26:10+10:00,False,n
1947816,2022-07-18 11:26:35.696325+10:00,m4,2022-07-18 11:26:22+10:00,,4r
1947815,2022-07-18 11:26:35.695381+10:00,m8,2022-07-18 11:26:22+10:00,,4r
1947766,2022-07-18 11:26:25.598259+10:00,hue0,2022-07-18 11:26:25+10:00,True,n
1949661,2022-07-18 11:33:26.064430+10:00,m5,2022-07-18 11:26:29+10:00,,4r
1947838,2022-07-18 11:26:41.616629+10:00,hue0,2022-07-18 11:26:35+10:00,False,n
1947943,2022-07-18 11:27:03.728231+10:00,m8,2022-07-18 11:26:42+10:00,,4r
1947847,2022-07-18 11:26:43.620480+10:00,hue0,2022-07-18 11:26:43+10:00,True,n
1947942,2022-07-18 11:27:03.725899+10:00,m4,2022-07-18 11:26:44+10:00,,4r
1947937,2022-07-18 11:27:03.641602+10:00,hue0,2022-07-18 11:26:53+10:00,False,n
1954482,2022-07-18 11:51:19.085919+10:00,m8,2022-07-18 11:27:04+10:00,,4r
1948022,2022-07-18 11:27:21.744807+10:00,m4,2022-07-18 11:27:05+10:00,,4r
1947964,2022-07-18 11:27:09.643516+10:00,hue0,2022-07-18 11:27:08+10:00,True,n
1948045,2022-07-18 11:27:27.662384+10:00,hue0,2022-07-18 11:27:19+10:00,True,n
1948133,2022-07-18 11:27:45.799449+10:00,m4,2022-07-18 11:27:25+10:00,,4r
1949674,2022-07-18 11:33:29.980894+10:00,hue0,2022-07-18 11:27:28+10:00,False,n
1948286,2022-07-18 11:28:19.790567+10:00,m4,2022-07-18 11:27:46+10:00,,4r
1948446,2022-07-18 11:28:55.819402+10:00,m4,2022-07-18 11:28:39+10:00,,4r
1948673,2022-07-18 11:29:45.903075+10:00,m4,2022-07-18 11:29:07+10:00,,4r
1948875,2022-07-18 11:30:31.897293+10:00,m4,2022-07-18 11:30:14+10:00,,4r
1949012,2022-07-18 11:31:01.925170+10:00,m4,2022-07-18 11:30:43+10:00,,4r
1949432,2022-07-18 11:32:36.009583+10:00,m4,2022-07-18 11:31:14+10:00,,4r
1949680,2022-07-18 11:33:30.067670+10:00,m4,2022-07-18 11:33:11+10:00,,4r
1949776,2022-07-18 11:33:52.079809+10:00,m4,2022-07-18 11:33:31+10:00,,4r
1949841,2022-07-18 11:34:06.091339+10:00,m4,2022-07-18 11:33:51+10:00,,4r
1949931,2022-07-18 11:34:26.116642+10:00,m4,2022-07-18 11:34:12+10:00,,4r
1950120,2022-07-18 11:35:08.154686+10:00,m4,2022-07-18 11:34:32+10:00,,4r
1950344,2022-07-18 11:35:58.196403+10:00,m4,2022-07-18 11:35:30+10:00,,4r
1951461,2022-07-18 11:40:06.450827+10:00,m4,2022-07-18 11:36:13+10:00,,4r
1950529,2022-07-18 11:36:40.156422+10:00,hue0,2022-07-18 11:36:34+10:00,True,n
1950797,2022-07-18 11:37:38.298810+10:00,m5,2022-07-18 11:36:36+10:00,,n
1950754,2022-07-18 11:37:30.204866+10:00,hue0,2022-07-18 11:36:44+10:00,False,n
1952094,2022-07-18 11:42:26.601364+10:00,m5,2022-07-18 11:37:57+10:00,,n
1950952,2022-07-18 11:38:14.244551+10:00,hue0,2022-07-18 11:38:02+10:00,True,n
1952212,2022-07-18 11:42:54.531499+10:00,hue0,2022-07-18 11:38:16+10:00,False,n
1951938,2022-07-18 11:41:52.559405+10:00,m4,2022-07-18 11:41:31+10:00,,4r
1952030,2022-07-18 11:42:12.591981+10:00,m4,2022-07-18 11:41:52+10:00,,4r
1952117,2022-07-18 11:42:32.598979+10:00,m4,2022-07-18 11:42:12+10:00,,4r
1952201,2022-07-18 11:42:50.616271+10:00,m4,2022-07-18 11:42:33+10:00,,4r
1952378,2022-07-18 11:43:30.654578+10:00,m4,2022-07-18 11:43:00+10:00,,4r
1952659,2022-07-18 11:44:32.723485+10:00,m4,2022-07-18 11:43:49+10:00,,4r
1952680,2022-07-18 11:44:38.644731+10:00,hue0,2022-07-18 11:44:31+10:00,True,n
1952758,2022-07-18 11:44:54.748575+10:00,m5,2022-07-18 11:44:32+10:00,,n
1952869,2022-07-18 11:45:20.684628+10:00,hue0,2022-07-18 11:44:40+10:00,False,n
1952829,2022-07-18 11:45:10.762730+10:00,m4,2022-07-18 11:44:51+10:00,,4r
1952949,2022-07-18 11:45:36.791431+10:00,m5,2022-07-18 11:45:04+10:00,,n
1952989,2022-07-18 11:45:46.795528+10:00,m4,2022-07-18 11:45:25+10:00,,4r
1953089,2022-07-18 11:46:08.829193+10:00,m4,2022-07-18 11:45:47+10:00,,4r
1953058,2022-07-18 11:46:02.721659+10:00,hue0,2022-07-18 11:45:51+10:00,True,n
1953282,2022-07-18 11:46:50.866814+10:00,m5,2022-07-18 11:45:56+10:00,,n
1953163,2022-07-18 11:46:24.824910+10:00,m4,2022-07-18 11:46:09+10:00,,4r
1953265,2022-07-18 11:46:48.763247+10:00,hue0,2022-07-18 11:46:09+10:00,False,n
1953288,2022-07-18 11:46:52.847481+10:00,m4,2022-07-18 11:46:30+10:00,,4r
1953389,2022-07-18 11:47:14.871385+10:00,m4,2022-07-18 11:46:54+10:00,,4r
1953506,2022-07-18 11:47:40.903416+10:00,m5,2022-07-18 11:47:11+10:00,,2r
1953485,2022-07-18 11:47:36.889922+10:00,m4,2022-07-18 11:47:14+10:00,,4r
1953427,2022-07-18 11:47:24.794613+10:00,hue0,2022-07-18 11:47:15+10:00,True,2r
1956282,2022-07-18 11:57:59.468281+10:00,m2,2022-07-18 11:47:17+10:00,,2r
1956362,2022-07-18 11:58:17.482936+10:00,m1,2022-07-18 11:47:18+10:00,,2r
1953477,2022-07-18 11:47:34.885443+10:00,m6,2022-07-18 11:47:19+10:00,,2r
1953502,2022-07-18 11:47:40.890946+10:00,m7,2022-07-18 11:47:20+10:00,,2r
1953517,2022-07-18 11:47:44.809864+10:00,hue0,2022-07-18 11:47:25+10:00,False,2r
1953585,2022-07-18 11:47:58.908332+10:00,m4,2022-07-18 11:47:37+10:00,,4r
1953590,2022-07-18 11:48:00.903607+10:00,m7,2022-07-18 11:47:40+10:00,,2r
1953746,2022-07-18 11:48:34.932444+10:00,m6,2022-07-18 11:47:45+10:00,,2r
1953607,2022-07-18 11:48:04.825095+10:00,hue0,2022-07-18 11:47:58+10:00,True,n
1953695,2022-07-18 11:48:22.945691+10:00,m4,2022-07-18 11:47:59+10:00,,4r
1957179,2022-07-18 12:01:17.690173+10:00,m5,2022-07-18 11:48:00+10:00,,n
1953677,2022-07-18 11:48:18.924801+10:00,m7,2022-07-18 11:48:01+10:00,,2r
1956334,2022-07-18 11:58:11.400871+10:00,hue0,2022-07-18 11:48:08+10:00,False,n
1953873,2022-07-18 11:49:02.984306+10:00,m7,2022-07-18 11:48:30+10:00,,2r
1953880,2022-07-18 11:49:04.969721+10:00,m4,2022-07-18 11:48:31+10:00,,4r
1953955,2022-07-18 11:49:20.974771+10:00,m7,2022-07-18 11:49:03+10:00,,2r
1953953,2022-07-18 11:49:20.973528+10:00,m4,2022-07-18 11:49:04+10:00,,4r
1953989,2022-07-18 11:49:29.001236+10:00,m6,2022-07-18 11:49:15+10:00,,2r
1954088,2022-07-18 11:49:51.017006+10:00,m4,2022-07-18 11:49:28+10:00,,4r
1954145,2022-07-18 11:50:03.020337+10:00,m7,2022-07-18 11:49:28+10:00,,2r
1954799,2022-07-18 11:52:29.151031+10:00,m6,2022-07-18 11:49:37+10:00,,2r
1954182,2022-07-18 11:50:11.056349+10:00,m4,2022-07-18 11:49:51+10:00,,4r
1954350,2022-07-18 11:50:49.072528+10:00,m4,2022-07-18 11:50:23+10:00,,4r
1954502,2022-07-18 11:51:23.087881+10:00,m7,2022-07-18 11:50:25+10:00,,2r
1954440,2022-07-18 11:51:09.081823+10:00,m4,2022-07-18 11:50:48+10:00,,4r
1954550,2022-07-18 11:51:33.102851+10:00,m4,2022-07-18 11:51:10+10:00,,4r
1954616,2022-07-18 11:51:49.124470+10:00,m7,2022-07-18 11:51:24+10:00,,2r
1954636,2022-07-18 11:51:53.114716+10:00,m4,2022-07-18 11:51:34+10:00,,4r
1954757,2022-07-18 11:52:19.154239+10:00,m7,2022-07-18 11:52:05+10:00,,2r
1954800,2022-07-18 11:52:29.158004+10:00,m4,2022-07-18 11:52:05+10:00,,4r
1954874,2022-07-18 11:52:45.174676+10:00,m4,2022-07-18 11:52:28+10:00,,4r
1955004,2022-07-18 11:53:15.191586+10:00,m7,2022-07-18 11:52:28+10:00,,2r
1954980,2022-07-18 11:53:09.194592+10:00,m4,2022-07-18 11:52:49+10:00,,4r
1955117,2022-07-18 11:53:39.273136+10:00,m4,2022-07-18 11:53:09+10:00,,4r
1955113,2022-07-18 11:53:39.267026+10:00,m7,2022-07-18 11:53:15+10:00,,2r
1955275,2022-07-18 11:54:15.248075+10:00,m7,2022-07-18 11:53:56+10:00,,2r
1955284,2022-07-18 11:54:17.255095+10:00,m4,2022-07-18 11:53:59+10:00,,4r
1956265,2022-07-18 11:57:55.468531+10:00,m6,2022-07-18 11:54:01+10:00,,2r
1955368,2022-07-18 11:54:35.268454+10:00,m7,2022-07-18 11:54:16+10:00,,2r
1955476,2022-07-18 11:54:59.291953+10:00,m4,2022-07-18 11:54:25+10:00,,4r
1955639,2022-07-18 11:55:35.354260+10:00,m7,2022-07-18 11:54:47+10:00,,2r
1955682,2022-07-18 11:55:45.349240+10:00,m4,2022-07-18 11:55:19+10:00,,4r
1955698,2022-07-18 11:55:49.344773+10:00,m7,2022-07-18 11:55:36+10:00,,2r
1955916,2022-07-18 11:56:37.389868+10:00,m7,2022-07-18 11:55:59+10:00,,2r
1955873,2022-07-18 11:56:27.387993+10:00,m4,2022-07-18 11:56:01+10:00,,4r
1956000,2022-07-18 11:56:55.427807+10:00,m4,2022-07-18 11:56:29+10:00,,4r
1956179,2022-07-18 11:57:35.491531+10:00,m4,2022-07-18 11:56:56+10:00,,4r
1956391,2022-07-18 11:58:23.500578+10:00,m7,2022-07-18 11:57:06+10:00,,2r
1956315,2022-07-18 11:58:05.489190+10:00,m4,2022-07-18 11:57:35+10:00,,4r
1956477,2022-07-18 11:58:41.549751+10:00,m4,2022-07-18 11:58:20+10:00,,4r
1956544,2022-07-18 11:58:57.533003+10:00,m4,2022-07-18 11:58:41+10:00,,4r
1956672,2022-07-18 11:59:25.565699+10:00,m7,2022-07-18 11:58:56+10:00,,2r
1956666,2022-07-18 11:59:23.567480+10:00,m4,2022-07-18 11:59:01+10:00,,4r
1956755,2022-07-18 11:59:43.586475+10:00,m4,2022-07-18 11:59:23+10:00,,4r
1956855,2022-07-18 12:00:05.623850+10:00,m4,2022-07-18 11:59:44+10:00,,4r
1956823,2022-07-18 11:59:59.592510+10:00,m7,2022-07-18 11:59:46+10:00,,2r
1957454,2022-07-18 12:02:19.752521+10:00,m6,2022-07-18 12:00:03+10:00,,2r
1956943,2022-07-18 12:00:25.625150+10:00,m4,2022-07-18 12:00:05+10:00,,4r
1956930,2022-07-18 12:00:23.619004+10:00,m7,2022-07-18 12:00:07+10:00,,2r
1957041,2022-07-18 12:00:47.655554+10:00,m4,2022-07-18 12:00:25+10:00,,4r
1957064,2022-07-18 12:00:53.651107+10:00,m7,2022-07-18 12:00:33+10:00,,2r
1957376,2022-07-18 12:02:01.743723+10:00,m4,2022-07-18 12:00:48+10:00,,4r
1957245,2022-07-18 12:01:33.695240+10:00,m7,2022-07-18 12:00:56+10:00,,2r
1957425,2022-07-18 12:02:13.762682+10:00,m7,2022-07-18 12:01:59+10:00,,2r
1957571,2022-07-18 12:02:45.768513+10:00,m7,2022-07-18 12:02:23+10:00,,2r
1957627,2022-07-18 12:02:57.779828+10:00,m4,2022-07-18 12:02:43+10:00,,4r
1957651,2022-07-18 12:03:03.785531+10:00,m7,2022-07-18 12:02:46+10:00,,2r
1961370,2022-07-18 12:16:50.555021+10:00,m4,2022-07-18 12:03:04+10:00,,4r
1957776,2022-07-18 12:03:31.817049+10:00,m7,2022-07-18 12:03:14+10:00,,2r
1965540,2022-07-18 12:32:17.450688+10:00,m8,2022-07-18 12:03:16+10:00,,4r
1958609,2022-07-18 12:06:35.983026+10:00,m3,2022-07-18 12:03:17+10:00,,4r
1957756,2022-07-18 12:03:27.724985+10:00,hue0,2022-07-18 12:03:18+10:00,True,4r
1959163,2022-07-18 12:08:40.075806+10:00,m2,2022-07-18 12:03:22+10:00,,4r
1959170,2022-07-18 12:08:42.075614+10:00,m1,2022-07-18 12:03:23+10:00,,4r
1957804,2022-07-18 12:03:37.821285+10:00,m6,2022-07-18 12:03:24+10:00,,4r
1958575,2022-07-18 12:06:29.882494+10:00,hue0,2022-07-18 12:03:28+10:00,False,4r
1957895,2022-07-18 12:03:57.841564+10:00,m7,2022-07-18 12:03:35+10:00,,2r
1957935,2022-07-18 12:04:05.875723+10:00,m6,2022-07-18 12:03:44+10:00,,4r
1957962,2022-07-18 12:04:11.883274+10:00,m7,2022-07-18 12:03:58+10:00,,2r
1958002,2022-07-18 12:04:21.860529+10:00,m6,2022-07-18 12:04:05+10:00,,4r
1958075,2022-07-18 12:04:37.864266+10:00,m7,2022-07-18 12:04:19+10:00,,2r
1958102,2022-07-18 12:04:43.879073+10:00,m6,2022-07-18 12:04:26+10:00,,4r
1958151,2022-07-18 12:04:53.905293+10:00,m7,2022-07-18 12:04:39+10:00,,2r
1958272,2022-07-18 12:05:21.918983+10:00,m6,2022-07-18 12:04:47+10:00,,4r
1958325,2022-07-18 12:05:33.917474+10:00,m7,2022-07-18 12:05:04+10:00,,2r
1958438,2022-07-18 12:05:57.975649+10:00,m6,2022-07-18 12:05:33+10:00,,4r
1958452,2022-07-18 12:06:01.940030+10:00,m7,2022-07-18 12:05:34+10:00,,2r
1958595,2022-07-18 12:06:33.970719+10:00,m6,2022-07-18 12:06:08+10:00,,4r
1958767,2022-07-18 12:07:12.003059+10:00,m7,2022-07-18 12:06:19+10:00,,2r
1958759,2022-07-18 12:07:10.004435+10:00,m6,2022-07-18 12:06:33+10:00,,4r
1958951,2022-07-18 12:07:52.053844+10:00,m6,2022-07-18 12:07:32+10:00,,4r
1959010,2022-07-18 12:08:06.058495+10:00,m7,2022-07-18 12:07:35+10:00,,2r
1959154,2022-07-18 12:08:38.076386+10:00,m6,2022-07-18 12:08:00+10:00,,4r
1959679,2022-07-18 12:10:34.191765+10:00,m5,2022-07-18 12:08:04+10:00,,n
1959137,2022-07-18 12:08:34.076168+10:00,m7,2022-07-18 12:08:07+10:00,,2r
1959716,2022-07-18 12:10:42.196395+10:00,m3,2022-07-18 12:08:09+10:00,,n
1959061,2022-07-18 12:08:17.977883+10:00,hue0,2022-07-18 12:08:09+10:00,True,n
1959700,2022-07-18 12:10:40.110498+10:00,hue0,2022-07-18 12:08:19+10:00,False,n
1959612,2022-07-18 12:10:20.166969+10:00,m7,2022-07-18 12:08:35+10:00,,4r
1959271,2022-07-18 12:09:04.096701+10:00,m6,2022-07-18 12:08:38+10:00,,2r
1959354,2022-07-18 12:09:22.155630+10:00,m6,2022-07-18 12:09:05+10:00,,2r
1959488,2022-07-18 12:09:52.151363+10:00,m6,2022-07-18 12:09:34+10:00,,2r
1959594,2022-07-18 12:10:16.165009+10:00,m6,2022-07-18 12:09:55+10:00,,2r
1959678,2022-07-18 12:10:34.191138+10:00,m6,2022-07-18 12:10:16+10:00,,2r
1959820,2022-07-18 12:11:06.215394+10:00,m6,2022-07-18 12:10:41+10:00,,2r
1959939,2022-07-18 12:11:32.235989+10:00,m7,2022-07-18 12:11:00+10:00,,4r
1960002,2022-07-18 12:11:46.252799+10:00,m6,2022-07-18 12:11:06+10:00,,4r
1959960,2022-07-18 12:11:36.274194+10:00,m1,2022-07-18 12:11:14+10:00,,4r
1960107,2022-07-18 12:12:10.273769+10:00,m2,2022-07-18 12:11:16+10:00,,4r
1960043,2022-07-18 12:11:56.253066+10:00,m1,2022-07-18 12:11:36+10:00,,4r
1960100,2022-07-18 12:12:08.267607+10:00,m7,2022-07-18 12:11:54+10:00,,2r
1960633,2022-07-18 12:14:06.391212+10:00,m5,2022-07-18 12:11:55+10:00,,n
1960178,2022-07-18 12:12:26.283128+10:00,m1,2022-07-18 12:11:57+10:00,,4r
1960159,2022-07-18 12:12:22.202058+10:00,hue0,2022-07-18 12:11:59+10:00,True,n
1960135,2022-07-18 12:12:16.286014+10:00,m6,2022-07-18 12:12:01+10:00,,2r
1960156,2022-07-18 12:12:20.289557+10:00,m3,2022-07-18 12:12:06+10:00,,n
1960217,2022-07-18 12:12:34.292953+10:00,m7,2022-07-18 12:12:14+10:00,,2r
1960231,2022-07-18 12:12:38.214340+10:00,hue0,2022-07-18 12:12:23+10:00,False,n
1960268,2022-07-18 12:12:46.300555+10:00,m1,2022-07-18 12:12:25+10:00,,4r
1960272,2022-07-18 12:12:46.305941+10:00,m6,2022-07-18 12:12:27+10:00,,2r
1960430,2022-07-18 12:13:22.342864+10:00,m2,2022-07-18 12:12:28+10:00,,4r
1960400,2022-07-18 12:13:14.337299+10:00,m3,2022-07-18 12:12:29+10:00,,n
1960334,2022-07-18 12:13:00.316820+10:00,m7,2022-07-18 12:12:35+10:00,,2r
1960331,2022-07-18 12:13:00.311806+10:00,m1,2022-07-18 12:12:46+10:00,,2r
1960352,2022-07-18 12:13:04.325838+10:00,m6,2022-07-18 12:12:47+10:00,,2r
1960348,2022-07-18 12:13:04.241545+10:00,hue0,2022-07-18 12:12:48+10:00,True,2r
1960402,2022-07-18 12:13:16.253603+10:00,hue0,2022-07-18 12:13:06+10:00,False,2r
1960448,2022-07-18 12:13:26.338255+10:00,m1,2022-07-18 12:13:07+10:00,,4r
1960472,2022-07-18 12:13:30.349702+10:00,m3,2022-07-18 12:13:14+10:00,,2r
1960468,2022-07-18 12:13:30.342868+10:00,m6,2022-07-18 12:13:14+10:00,,4r
