,collected_at,sensor_name,last_update,trigger,annotation
1724581,2022-07-15 11:23:25.484928+10:00,m4,2022-07-15 11:23:11+10:00,,4r
1724671,2022-07-15 11:23:45.513912+10:00,m4,2022-07-15 11:23:31+10:00,,4r
1724788,2022-07-15 11:24:11.556551+10:00,m4,2022-07-15 11:23:52+10:00,,4r
1724843,2022-07-15 11:24:23.566567+10:00,m4,2022-07-15 11:24:12+10:00,,4r
1725078,2022-07-15 11:25:15.637988+10:00,m4,2022-07-15 11:24:33+10:00,,4r
1725304,2022-07-15 11:26:05.697606+10:00,m4,2022-07-15 11:25:16+10:00,,4r
1725660,2022-07-15 11:27:25.794176+10:00,m4,2022-07-15 11:26:46+10:00,,4r
1726056,2022-07-15 11:28:53.910840+10:00,m4,2022-07-15 11:27:56+10:00,,4r
1726280,2022-07-15 11:29:43.968567+10:00,m4,2022-07-15 11:29:17+10:00,,4r
1726453,2022-07-15 11:30:22.019996+10:00,m4,2022-07-15 11:29:58+10:00,,4r
1726570,2022-07-15 11:30:48.061249+10:00,m4,2022-07-15 11:30:32+10:00,,4r
1726733,2022-07-15 11:31:24.103724+10:00,m4,2022-07-15 11:30:55+10:00,,4r
1726832,2022-07-15 11:31:46.141788+10:00,m4,2022-07-15 11:31:24+10:00,,4r
1727011,2022-07-15 11:32:26.179985+10:00,m4,2022-07-15 11:31:46+10:00,,4r
1727245,2022-07-15 11:33:18.251630+10:00,m4,2022-07-15 11:32:54+10:00,,4r
1727435,2022-07-15 11:34:00.305320+10:00,m4,2022-07-15 11:33:30+10:00,,4r
1727620,2022-07-15 11:34:42.362149+10:00,m4,2022-07-15 11:34:13+10:00,,4r
1730297,2022-07-15 11:44:37.143613+10:00,m5,2022-07-15 11:34:32+10:00,,n
1727628,2022-07-15 11:34:44.281980+10:00,hue0,2022-07-15 11:34:36+10:00,True,n
1730310,2022-07-15 11:44:41.050110+10:00,hue0,2022-07-15 11:34:46+10:00,False,n
1727928,2022-07-15 11:35:50.444739+10:00,m4,2022-07-15 11:34:59+10:00,,4r
1728216,2022-07-15 11:36:54.535000+10:00,m4,2022-07-15 11:36:26+10:00,,4r
1728553,2022-07-15 11:38:08.665876+10:00,m4,2022-07-15 11:37:11+10:00,,4r
1729108,2022-07-15 11:40:12.794719+10:00,m4,2022-07-15 11:38:30+10:00,,4r
1729738,2022-07-15 11:42:32.967840+10:00,m4,2022-07-15 11:40:49+10:00,,4r
1730223,2022-07-15 11:44:21.119952+10:00,m4,2022-07-15 11:43:18+10:00,,4r
1730836,2022-07-15 11:46:37.297038+10:00,m4,2022-07-15 11:44:50+10:00,,4r
1731178,2022-07-15 11:47:53.373755+10:00,m4,2022-07-15 11:47:18+10:00,,4r
1731465,2022-07-15 11:48:57.465136+10:00,m4,2022-07-15 11:48:20+10:00,,4r
1731801,2022-07-15 11:50:11.562198+10:00,m5,2022-07-15 11:49:21+10:00,,1r
1731651,2022-07-15 11:49:39.437185+10:00,hue0,2022-07-15 11:49:25+10:00,True,1r
1731684,2022-07-15 11:49:45.533518+10:00,m2,2022-07-15 11:49:27+10:00,,1r
1731682,2022-07-15 11:49:45.531751+10:00,m4,2022-07-15 11:49:27+10:00,,4r
1731675,2022-07-15 11:49:43.541692+10:00,m1,2022-07-15 11:49:28+10:00,,1r
1731670,2022-07-15 11:49:43.530244+10:00,m6,2022-07-15 11:49:29+10:00,,1r
1731790,2022-07-15 11:50:09.555701+10:00,m8,2022-07-15 11:49:30+10:00,,n
1731713,2022-07-15 11:49:51.556739+10:00,m7,2022-07-15 11:49:38+10:00,,2r
1731831,2022-07-15 11:50:19.482938+10:00,hue0,2022-07-15 11:49:41+10:00,False,1r
1731907,2022-07-15 11:50:35.581303+10:00,m2,2022-07-15 11:49:48+10:00,,n
1731797,2022-07-15 11:50:11.552966+10:00,m1,2022-07-15 11:49:48+10:00,,n
1731771,2022-07-15 11:50:05.547632+10:00,m4,2022-07-15 11:49:48+10:00,,4r
1731796,2022-07-15 11:50:11.547809+10:00,m6,2022-07-15 11:49:50+10:00,,1r
1731827,2022-07-15 11:50:17.568103+10:00,m7,2022-07-15 11:49:59+10:00,,2r
1731882,2022-07-15 11:50:29.579285+10:00,m4,2022-07-15 11:50:10+10:00,,4r
1731904,2022-07-15 11:50:35.578261+10:00,m6,2022-07-15 11:50:13+10:00,,1r
1731897,2022-07-15 11:50:33.590250+10:00,m7,2022-07-15 11:50:19+10:00,,2r
1731958,2022-07-15 11:50:47.606226+10:00,m1,2022-07-15 11:50:27+10:00,,n
1731979,2022-07-15 11:50:51.619400+10:00,m4,2022-07-15 11:50:30+10:00,,4r
1731991,2022-07-15 11:50:53.625316+10:00,m6,2022-07-15 11:50:35+10:00,,1r
1733149,2022-07-15 11:55:11.935520+10:00,m8,2022-07-15 11:50:38+10:00,,n
1732022,2022-07-15 11:51:01.620036+10:00,m7,2022-07-15 11:50:40+10:00,,2r
1732055,2022-07-15 11:51:07.700148+10:00,m1,2022-07-15 11:50:47+10:00,,n
1732402,2022-07-15 11:52:25.741207+10:00,m5,2022-07-15 11:50:50+10:00,,n
1732002,2022-07-15 11:50:57.537079+10:00,hue0,2022-07-15 11:50:50+10:00,True,n
1732043,2022-07-15 11:51:05.629736+10:00,m4,2022-07-15 11:50:51+10:00,,4r
1734205,2022-07-15 11:59:06.222134+10:00,m3,2022-07-15 11:50:52+10:00,,n
1732407,2022-07-15 11:52:27.651257+10:00,hue0,2022-07-15 11:51:00+10:00,False,n
1732106,2022-07-15 11:51:19.645427+10:00,m7,2022-07-15 11:51:03+10:00,,2r
1732165,2022-07-15 11:51:33.657626+10:00,m6,2022-07-15 11:51:03+10:00,,1r
1732129,2022-07-15 11:51:25.670726+10:00,m1,2022-07-15 11:51:08+10:00,,n
1732195,2022-07-15 11:51:39.675335+10:00,m4,2022-07-15 11:51:11+10:00,,4r
1732140,2022-07-15 11:51:27.650227+10:00,m2,2022-07-15 11:51:12+10:00,,n
1732222,2022-07-15 11:51:45.688460+10:00,m7,2022-07-15 11:51:32+10:00,,2r
1732372,2022-07-15 11:52:19.713780+10:00,m6,2022-07-15 11:51:34+10:00,,1r
1733140,2022-07-15 11:55:09.928049+10:00,m2,2022-07-15 11:51:36+10:00,,n
1733129,2022-07-15 11:55:07.922926+10:00,m1,2022-07-15 11:51:36+10:00,,n
1732319,2022-07-15 11:52:07.705205+10:00,m4,2022-07-15 11:51:41+10:00,,4r
1732347,2022-07-15 11:52:13.712551+10:00,m7,2022-07-15 11:51:53+10:00,,2r
1732439,2022-07-15 11:52:33.750699+10:00,m7,2022-07-15 11:52:14+10:00,,2r
1732539,2022-07-15 11:52:55.773935+10:00,m4,2022-07-15 11:52:25+10:00,,4r
1732520,2022-07-15 11:52:51.760261+10:00,m7,2022-07-15 11:52:34+10:00,,2r
1732633,2022-07-15 11:53:17.786286+10:00,m6,2022-07-15 11:52:53+10:00,,1r
1732596,2022-07-15 11:53:09.697985+10:00,hue0,2022-07-15 11:53:02+10:00,True,n
1733224,2022-07-15 11:55:27.961248+10:00,m5,2022-07-15 11:53:03+10:00,,n
1732661,2022-07-15 11:53:23.800800+10:00,m7,2022-07-15 11:53:03+10:00,,2r
1733208,2022-07-15 11:55:25.873846+10:00,hue0,2022-07-15 11:53:12+10:00,False,n
1732683,2022-07-15 11:53:27.818643+10:00,m4,2022-07-15 11:53:15+10:00,,4r
1732724,2022-07-15 11:53:37.815831+10:00,m6,2022-07-15 11:53:17+10:00,,1r
1732748,2022-07-15 11:53:41.873280+10:00,m7,2022-07-15 11:53:24+10:00,,2r
1732780,2022-07-15 11:53:49.831037+10:00,m4,2022-07-15 11:53:35+10:00,,4r
1733165,2022-07-15 11:55:15.932977+10:00,m6,2022-07-15 11:53:49+10:00,,1r
1733339,2022-07-15 11:55:53.987498+10:00,m7,2022-07-15 11:53:55+10:00,,2r
1732897,2022-07-15 11:54:15.871161+10:00,m4,2022-07-15 11:53:58+10:00,,4r
1732997,2022-07-15 11:54:37.893157+10:00,m4,2022-07-15 11:54:19+10:00,,4r
1733072,2022-07-15 11:54:53.920654+10:00,m4,2022-07-15 11:54:39+10:00,,4r
1733193,2022-07-15 11:55:21.944970+10:00,m4,2022-07-15 11:54:59+10:00,,4r
1733265,2022-07-15 11:55:37.963711+10:00,m4,2022-07-15 11:55:22+10:00,,4r
1733499,2022-07-15 11:56:30.036414+10:00,m6,2022-07-15 11:55:48+10:00,,1r
1733420,2022-07-15 11:56:12.009803+10:00,m4,2022-07-15 11:55:49+10:00,,4r
1733509,2022-07-15 11:56:32.043944+10:00,m4,2022-07-15 11:56:12+10:00,,4r
1733635,2022-07-15 11:57:00.067406+10:00,m4,2022-07-15 11:56:32+10:00,,4r
1733709,2022-07-15 11:57:16.090928+10:00,m5,2022-07-15 11:56:36+10:00,,n
1733599,2022-07-15 11:56:52.055449+10:00,m7,2022-07-15 11:56:39+10:00,,2r
1733577,2022-07-15 11:56:47.968968+10:00,hue0,2022-07-15 11:56:40+10:00,True,n
1733667,2022-07-15 11:57:07.996258+10:00,hue0,2022-07-15 11:56:50+10:00,False,n
1734292,2022-07-15 11:59:26.245299+10:00,m7,2022-07-15 11:56:59+10:00,,2r
1734298,2022-07-15 11:59:28.237833+10:00,m6,2022-07-15 11:57:01+10:00,,1r
1738691,2022-07-15 12:15:45.408087+10:00,m1,2022-07-15 11:57:09+10:00,,2r
1738619,2022-07-15 12:15:29.382770+10:00,m2,2022-07-15 11:57:10+10:00,,2r
1733739,2022-07-15 11:57:24.017138+10:00,hue0,2022-07-15 11:57:15+10:00,True,2r
1733953,2022-07-15 11:58:10.156592+10:00,m5,2022-07-15 11:57:16+10:00,,2r
1734364,2022-07-15 11:59:42.260551+10:00,m8,2022-07-15 11:57:17+10:00,,2r
1733806,2022-07-15 11:57:38.121605+10:00,m4,2022-07-15 11:57:19+10:00,,4r
1733928,2022-07-15 11:58:06.063907+10:00,hue0,2022-07-15 11:57:25+10:00,False,2r
1733914,2022-07-15 11:58:02.142068+10:00,m4,2022-07-15 11:57:39+10:00,,4r
1734004,2022-07-15 11:58:22.165478+10:00,m4,2022-07-15 11:58:03+10:00,,4r
1734101,2022-07-15 11:58:44.189170+10:00,m4,2022-07-15 11:58:23+10:00,,4r
1734565,2022-07-15 12:00:26.314933+10:00,m5,2022-07-15 11:58:33+10:00,,n
1734090,2022-07-15 11:58:42.105989+10:00,hue0,2022-07-15 11:58:33+10:00,True,n
1734648,2022-07-15 12:00:46.254005+10:00,hue0,2022-07-15 11:58:43+10:00,False,n
1734193,2022-07-15 11:59:04.213432+10:00,m4,2022-07-15 11:58:46+10:00,,4r
1734301,2022-07-15 11:59:28.242564+10:00,m4,2022-07-15 11:59:07+10:00,,4r
1734372,2022-07-15 11:59:44.259576+10:00,m4,2022-07-15 11:59:29+10:00,,4r
1734501,2022-07-15 12:00:12.293907+10:00,m4,2022-07-15 11:59:53+10:00,,4r
1734618,2022-07-15 12:00:38.324189+10:00,m4,2022-07-15 12:00:14+10:00,,4r
1734717,2022-07-15 12:01:00.354333+10:00,m4,2022-07-15 12:00:39+10:00,,4r
1735099,2022-07-15 12:02:26.450713+10:00,m6,2022-07-15 12:00:46+10:00,,1r
1738976,2022-07-15 12:16:47.511248+10:00,m7,2022-07-15 12:00:49+10:00,,1r
1735084,2022-07-15 12:02:22.444533+10:00,m8,2022-07-15 12:00:59+10:00,,2r
1734797,2022-07-15 12:01:18.376523+10:00,m4,2022-07-15 12:01:00+10:00,,4r
1734895,2022-07-15 12:01:40.399708+10:00,m4,2022-07-15 12:01:21+10:00,,4r
1735105,2022-07-15 12:02:26.461964+10:00,m5,2022-07-15 12:01:23+10:00,,n
1734873,2022-07-15 12:01:36.334183+10:00,hue0,2022-07-15 12:01:28+10:00,True,n
1735206,2022-07-15 12:02:50.397727+10:00,hue0,2022-07-15 12:01:38+10:00,False,n
1734959,2022-07-15 12:01:54.420542+10:00,m4,2022-07-15 12:01:41+10:00,,4r
1735075,2022-07-15 12:02:20.445541+10:00,m4,2022-07-15 12:02:01+10:00,,4r
1735175,2022-07-15 12:02:42.477583+10:00,m4,2022-07-15 12:02:23+10:00,,4r
1735247,2022-07-15 12:02:58.491159+10:00,m4,2022-07-15 12:02:43+10:00,,4r
1739181,2022-07-15 12:17:33.567464+10:00,m5,2022-07-15 12:02:51+10:00,,n
1738877,2022-07-15 12:16:25.474278+10:00,m3,2022-07-15 12:02:53+10:00,,n
1735251,2022-07-15 12:03:00.410756+10:00,hue0,2022-07-15 12:02:55+10:00,True,n
1735407,2022-07-15 12:03:34.528804+10:00,m8,2022-07-15 12:02:55+10:00,,2r
1735364,2022-07-15 12:03:24.520554+10:00,m4,2022-07-15 12:03:04+10:00,,4r
1739346,2022-07-15 12:18:11.505201+10:00,hue0,2022-07-15 12:03:05+10:00,False,n
1735361,2022-07-15 12:03:24.516012+10:00,m6,2022-07-15 12:03:09+10:00,,1r
1735453,2022-07-15 12:03:44.548589+10:00,m4,2022-07-15 12:03:24+10:00,,4r
1736117,2022-07-15 12:06:12.717624+10:00,m6,2022-07-15 12:03:31+10:00,,1r
1735532,2022-07-15 12:04:02.565197+10:00,m4,2022-07-15 12:03:45+10:00,,4r
1735625,2022-07-15 12:04:22.592552+10:00,m8,2022-07-15 12:04:04+10:00,,2r
1735662,2022-07-15 12:04:30.606747+10:00,m4,2022-07-15 12:04:05+10:00,,4r
1735744,2022-07-15 12:04:48.646007+10:00,m4,2022-07-15 12:04:34+10:00,,4r
1735778,2022-07-15 12:04:56.633595+10:00,m8,2022-07-15 12:04:34+10:00,,2r
1735875,2022-07-15 12:05:18.655696+10:00,m4,2022-07-15 12:04:54+10:00,,4r
1735911,2022-07-15 12:05:26.664524+10:00,m8,2022-07-15 12:04:57+10:00,,2r
1736000,2022-07-15 12:05:46.700745+10:00,m4,2022-07-15 12:05:19+10:00,,4r
1736542,2022-07-15 12:07:46.830882+10:00,m8,2022-07-15 12:05:46+10:00,,2r
1736083,2022-07-15 12:06:04.722347+10:00,m4,2022-07-15 12:05:48+10:00,,4r
1736189,2022-07-15 12:06:28.734649+10:00,m4,2022-07-15 12:06:08+10:00,,4r
1736284,2022-07-15 12:06:48.778625+10:00,m4,2022-07-15 12:06:29+10:00,,4r
1736460,2022-07-15 12:07:28.808257+10:00,m4,2022-07-15 12:07:02+10:00,,4r
1736568,2022-07-15 12:07:52.849659+10:00,m4,2022-07-15 12:07:29+10:00,,4r
1736737,2022-07-15 12:08:30.878114+10:00,m6,2022-07-15 12:07:45+10:00,,1r
1736633,2022-07-15 12:08:06.861533+10:00,m4,2022-07-15 12:07:52+10:00,,4r
1736750,2022-07-15 12:08:32.895180+10:00,m4,2022-07-15 12:08:13+10:00,,4r
1736811,2022-07-15 12:08:46.905934+10:00,m4,2022-07-15 12:08:34+10:00,,4r
1738353,2022-07-15 12:14:29.317641+10:00,m8,2022-07-15 12:08:49+10:00,,2r
1736912,2022-07-15 12:09:08.932812+10:00,m4,2022-07-15 12:08:54+10:00,,4r
1736989,2022-07-15 12:09:26.947934+10:00,m6,2022-07-15 12:08:59+10:00,,1r
1737027,2022-07-15 12:09:34.977887+10:00,m4,2022-07-15 12:09:14+10:00,,4r
1737117,2022-07-15 12:09:54.986413+10:00,m4,2022-07-15 12:09:35+10:00,,4r
1737170,2022-07-15 12:10:06.995001+10:00,m6,2022-07-15 12:09:41+10:00,,1r
1737273,2022-07-15 12:10:29.027027+10:00,m4,2022-07-15 12:10:05+10:00,,4r
1737233,2022-07-15 12:10:21.014003+10:00,m6,2022-07-15 12:10:07+10:00,,1r
1737467,2022-07-15 12:11:13.077616+10:00,m6,2022-07-15 12:10:29+10:00,,1r
1737335,2022-07-15 12:10:43.061624+10:00,m4,2022-07-15 12:10:29+10:00,,4r
1737478,2022-07-15 12:11:15.087353+10:00,m4,2022-07-15 12:10:50+10:00,,4r
1737529,2022-07-15 12:11:27.096611+10:00,m6,2022-07-15 12:11:13+10:00,,1r
1737568,2022-07-15 12:11:35.119075+10:00,m4,2022-07-15 12:11:14+10:00,,4r
1737692,2022-07-15 12:12:03.139765+10:00,m6,2022-07-15 12:11:34+10:00,,1r
1737640,2022-07-15 12:11:51.144211+10:00,m4,2022-07-15 12:11:36+10:00,,4r
1737757,2022-07-15 12:12:17.158621+10:00,m4,2022-07-15 12:11:57+10:00,,4r
1737790,2022-07-15 12:12:25.178336+10:00,m6,2022-07-15 12:12:04+10:00,,1r
1737829,2022-07-15 12:12:33.174291+10:00,m4,2022-07-15 12:12:18+10:00,,4r
1738030,2022-07-15 12:13:17.244307+10:00,m6,2022-07-15 12:12:24+10:00,,1r
1737944,2022-07-15 12:12:59.216866+10:00,m4,2022-07-15 12:12:41+10:00,,4r
1738091,2022-07-15 12:13:31.249332+10:00,m4,2022-07-15 12:13:10+10:00,,4r
1738163,2022-07-15 12:13:47.264763+10:00,m4,2022-07-15 12:13:31+10:00,,4r
1738379,2022-07-15 12:14:35.323982+10:00,m4,2022-07-15 12:13:55+10:00,,4r
1738349,2022-07-15 12:14:29.308842+10:00,m6,2022-07-15 12:13:57+10:00,,1r
1738442,2022-07-15 12:14:49.345371+10:00,m4,2022-07-15 12:14:35+10:00,,4r
1738636,2022-07-15 12:15:33.383592+10:00,m6,2022-07-15 12:14:49+10:00,,1r
1738550,2022-07-15 12:15:13.376748+10:00,m4,2022-07-15 12:14:55+10:00,,4r
1738677,2022-07-15 12:15:41.410658+10:00,m4,2022-07-15 12:15:23+10:00,,4r
1738793,2022-07-15 12:16:07.437702+10:00,m4,2022-07-15 12:15:43+10:00,,4r
1738780,2022-07-15 12:16:05.431990+10:00,m6,2022-07-15 12:15:49+10:00,,1r
1738889,2022-07-15 12:16:29.464761+10:00,m4,2022-07-15 12:16:08+10:00,,4r
1738987,2022-07-15 12:16:51.498207+10:00,m6,2022-07-15 12:16:15+10:00,,1r
1739073,2022-07-15 12:17:09.518518+10:00,m4,2022-07-15 12:16:29+10:00,,4r
1739244,2022-07-15 12:17:47.569559+10:00,m8,2022-07-15 12:17:08+10:00,,2r
1739143,2022-07-15 12:17:25.554805+10:00,m4,2022-07-15 12:17:10+10:00,,4r
1739176,2022-07-15 12:17:33.552470+10:00,m6,2022-07-15 12:17:15+10:00,,1r
1739297,2022-07-15 12:17:59.576119+10:00,m4,2022-07-15 12:17:34+10:00,,4r
1739318,2022-07-15 12:18:03.657586+10:00,m6,2022-07-15 12:17:41+10:00,,1r
1739406,2022-07-15 12:18:23.606543+10:00,m4,2022-07-15 12:17:59+10:00,,4r
1740328,2022-07-15 12:21:49.820859+10:00,m6,2022-07-15 12:18:19+10:00,,1r
1740105,2022-07-15 12:20:59.774561+10:00,m8,2022-07-15 12:18:19+10:00,,2r
1739558,2022-07-15 12:18:57.638953+10:00,m4,2022-07-15 12:18:37+10:00,,4r
1739723,2022-07-15 12:19:33.704871+10:00,m4,2022-07-15 12:18:58+10:00,,4r
1739819,2022-07-15 12:19:55.703770+10:00,m4,2022-07-15 12:19:33+10:00,,4r
1739880,2022-07-15 12:20:09.715793+10:00,m4,2022-07-15 12:19:56+10:00,,4r
1740008,2022-07-15 12:20:37.751578+10:00,m4,2022-07-15 12:20:18+10:00,,4r
1740086,2022-07-15 12:20:55.809693+10:00,m4,2022-07-15 12:20:38+10:00,,4r
1740206,2022-07-15 12:21:21.804312+10:00,m4,2022-07-15 12:21:05+10:00,,4r
1740312,2022-07-15 12:21:45.825616+10:00,m4,2022-07-15 12:21:25+10:00,,4r
1740397,2022-07-15 12:22:03.872435+10:00,m4,2022-07-15 12:21:46+10:00,,4r
1740502,2022-07-15 12:22:27.878919+10:00,m4,2022-07-15 12:22:13+10:00,,4r
1740638,2022-07-15 12:22:57.908534+10:00,m8,2022-07-15 12:22:25+10:00,,2r
1740609,2022-07-15 12:22:51.901984+10:00,m4,2022-07-15 12:22:34+10:00,,4r
1740709,2022-07-15 12:23:13.920194+10:00,m4,2022-07-15 12:22:54+10:00,,4r
1740781,2022-07-15 12:23:29.941956+10:00,m4,2022-07-15 12:23:15+10:00,,4r
1741007,2022-07-15 12:24:19.999376+10:00,m8,2022-07-15 12:23:19+10:00,,4r
1741008,2022-07-15 12:24:20.003053+10:00,m3,2022-07-15 12:23:23+10:00,,n
1740822,2022-07-15 12:23:39.872300+10:00,hue0,2022-07-15 12:23:26+10:00,True,n
1740935,2022-07-15 12:24:03.972651+10:00,m4,2022-07-15 12:23:35+10:00,,4r
1740993,2022-07-15 12:24:17.908556+10:00,hue0,2022-07-15 12:23:42+10:00,False,n
1740928,2022-07-15 12:24:02.072479+10:00,m6,2022-07-15 12:23:48+10:00,,1r
1741015,2022-07-15 12:24:21.991352+10:00,m4,2022-07-15 12:24:04+10:00,,4r
1741171,2022-07-15 12:24:56.040976+10:00,m6,2022-07-15 12:24:08+10:00,,1r
1741105,2022-07-15 12:24:42.016270+10:00,m4,2022-07-15 12:24:24+10:00,,4r
1741809,2022-07-15 12:27:18.224339+10:00,m8,2022-07-15 12:24:42+10:00,,2r
1742675,2022-07-15 12:30:30.430918+10:00,m3,2022-07-15 12:24:43+10:00,,2r
1741164,2022-07-15 12:24:55.948080+10:00,hue0,2022-07-15 12:24:44+10:00,True,2r
1741206,2022-07-15 12:25:04.041143+10:00,m4,2022-07-15 12:24:45+10:00,,4r
1741252,2022-07-15 12:25:14.061335+10:00,m5,2022-07-15 12:24:47+10:00,,2r
1741250,2022-07-15 12:25:14.052063+10:00,m2,2022-07-15 12:24:55+10:00,,2r
1741238,2022-07-15 12:25:12.038743+10:00,m1,2022-07-15 12:24:55+10:00,,2r
1741228,2022-07-15 12:25:10.034661+10:00,m6,2022-07-15 12:24:56+10:00,,1r
1741253,2022-07-15 12:25:14.073956+10:00,m7,2022-07-15 12:24:57+10:00,,2r
1741272,2022-07-15 12:25:19.975619+10:00,hue0,2022-07-15 12:25:03+10:00,False,2r
1741274,2022-07-15 12:25:20.055208+10:00,m4,2022-07-15 12:25:05+10:00,,4r
1741363,2022-07-15 12:25:40.073171+10:00,m6,2022-07-15 12:25:19+10:00,,1r
1741798,2022-07-15 12:27:16.195524+10:00,m7,2022-07-15 12:25:21+10:00,,2r
1741787,2022-07-15 12:27:14.188416+10:00,m1,2022-07-15 12:25:22+10:00,,2r
1741789,2022-07-15 12:27:14.189905+10:00,m2,2022-07-15 12:25:23+10:00,,2r
1741308,2022-07-15 12:25:27.983544+10:00,hue0,2022-07-15 12:25:27+10:00,True,2r
1741397,2022-07-15 12:25:46.115521+10:00,m4,2022-07-15 12:25:27+10:00,,4r
1741764,2022-07-15 12:27:08.191810+10:00,m5,2022-07-15 12:25:28+10:00,,2r
1741785,2022-07-15 12:27:14.112245+10:00,hue0,2022-07-15 12:25:37+10:00,False,2r
1741795,2022-07-15 12:27:16.186558+10:00,m6,2022-07-15 12:25:40+10:00,,1r
1741494,2022-07-15 12:26:08.119403+10:00,m4,2022-07-15 12:25:48+10:00,,4r
1741564,2022-07-15 12:26:24.134293+10:00,m4,2022-07-15 12:26:09+10:00,,4r
1741692,2022-07-15 12:26:52.169600+10:00,m4,2022-07-15 12:26:33+10:00,,4r
1741771,2022-07-15 12:27:10.191699+10:00,m4,2022-07-15 12:26:53+10:00,,4r
1741917,2022-07-15 12:27:42.227763+10:00,m4,2022-07-15 12:27:22+10:00,,4r
1742041,2022-07-15 12:28:10.255396+10:00,m4,2022-07-15 12:27:43+10:00,,4r
1742071,2022-07-15 12:28:16.271646+10:00,m5,2022-07-15 12:27:45+10:00,,2r
1741983,2022-07-15 12:27:58.163139+10:00,hue0,2022-07-15 12:27:50+10:00,True,2r
1742076,2022-07-15 12:28:18.274230+10:00,m2,2022-07-15 12:27:52+10:00,,2r
1742075,2022-07-15 12:28:18.268783+10:00,m1,2022-07-15 12:27:52+10:00,,2r
1742066,2022-07-15 12:28:16.258473+10:00,m6,2022-07-15 12:27:53+10:00,,1r
1742039,2022-07-15 12:28:10.252763+10:00,m7,2022-07-15 12:27:54+10:00,,2r
1742082,2022-07-15 12:28:20.189171+10:00,hue0,2022-07-15 12:28:00+10:00,False,2r
1742147,2022-07-15 12:28:34.284800+10:00,m4,2022-07-15 12:28:11+10:00,,4r
1742479,2022-07-15 12:29:48.365874+10:00,m6,2022-07-15 12:28:16+10:00,,1r
1743721,2022-07-15 12:34:24.705683+10:00,m7,2022-07-15 12:28:17+10:00,,2r
1743740,2022-07-15 12:34:28.704745+10:00,m1,2022-07-15 12:28:29+10:00,,2r
1743741,2022-07-15 12:34:28.708894+10:00,m2,2022-07-15 12:28:30+10:00,,2r
1742241,2022-07-15 12:28:54.311243+10:00,m4,2022-07-15 12:28:35+10:00,,4r
1746192,2022-07-15 12:43:33.332597+10:00,m5,2022-07-15 12:28:35+10:00,,2r
1742199,2022-07-15 12:28:46.215239+10:00,hue0,2022-07-15 12:28:35+10:00,True,2r
1742510,2022-07-15 12:29:54.384360+10:00,m8,2022-07-15 12:28:39+10:00,,2r
1742991,2022-07-15 12:31:42.426167+10:00,hue0,2022-07-15 12:28:50+10:00,False,2r
1742313,2022-07-15 12:29:10.330900+10:00,m4,2022-07-15 12:28:55+10:00,,4r
1742448,2022-07-15 12:29:40.362439+10:00,m4,2022-07-15 12:29:21+10:00,,4r
1742553,2022-07-15 12:30:04.393030+10:00,m4,2022-07-15 12:29:43+10:00,,4r
1742618,2022-07-15 12:30:18.410269+10:00,m4,2022-07-15 12:30:04+10:00,,4r
1743244,2022-07-15 12:32:38.564281+10:00,m6,2022-07-15 12:30:21+10:00,,1r
1743167,2022-07-15 12:32:20.551564+10:00,m8,2022-07-15 12:30:23+10:00,,2r
