,collected_at,sensor_name,last_update,trigger,annotation
210467,2022-07-07 11:15:32.275215+10:00,m4,2022-07-07 11:15:11+10:00,,
211044,2022-07-07 11:23:42.880145+10:00,m6,2022-07-07 11:15:26+10:00,,
211341,2022-07-07 11:23:52.867648+10:00,m7,2022-07-07 11:15:27+10:00,,
211853,2022-07-07 11:23:40.847518+10:00,m2,2022-07-07 11:15:29+10:00,,
213002,2022-07-07 11:23:50.854260+10:00,m1,2022-07-07 11:15:30+10:00,,
213680,2022-07-07 11:16:04.313052+10:00,m4,2022-07-07 11:15:32+10:00,,
213896,2022-07-07 11:16:00.213222+10:00,hue0,2022-07-07 11:15:52+10:00,True,
214046,2022-07-07 11:16:08.317703+10:00,m3,2022-07-07 11:15:52+10:00,,
214788,2022-07-07 11:16:18.327268+10:00,m5,2022-07-07 11:15:54+10:00,,
215410,2022-07-07 11:27:31.037769+10:00,hue0,2022-07-07 11:16:02+10:00,False,
215674,2022-07-07 11:16:22.342932+10:00,m4,2022-07-07 11:16:03+10:00,,
216039,2022-07-07 11:17:14.400416+10:00,m3,2022-07-07 11:16:16+10:00,,
216255,2022-07-07 11:17:16.395170+10:00,m5,2022-07-07 11:16:18+10:00,,
216398,2022-07-07 11:16:44.362460+10:00,m4,2022-07-07 11:16:24+10:00,,
216579,2022-07-07 11:17:04.389249+10:00,m4,2022-07-07 11:16:44+10:00,,
216731,2022-07-07 11:19:30.564359+10:00,m4,2022-07-07 11:17:16+10:00,,
216812,2022-07-07 11:24:24.939738+10:00,m3,2022-07-07 11:18:00+10:00,,
216974,2022-07-07 11:24:24.937181+10:00,m5,2022-07-07 11:18:02+10:00,,
217073,2022-07-07 11:20:42.648647+10:00,m4,2022-07-07 11:20:17+10:00,,
217146,2022-07-07 11:21:22.699343+10:00,m4,2022-07-07 11:20:57+10:00,,
217281,2022-07-07 11:21:56.743117+10:00,m4,2022-07-07 11:21:35+10:00,,
217388,2022-07-07 11:22:18.762767+10:00,m4,2022-07-07 11:21:56+10:00,,
217533,2022-07-07 11:22:34.785289+10:00,m4,2022-07-07 11:22:18+10:00,,
217658,2022-07-07 11:23:02.926681+10:00,m4,2022-07-07 11:22:43+10:00,,
217892,2022-07-07 11:23:20.838216+10:00,m4,2022-07-07 11:23:03+10:00,,
218101,2022-07-07 11:23:54.891640+10:00,m4,2022-07-07 11:23:33+10:00,,
218261,2022-07-07 11:24:08.894351+10:00,m4,2022-07-07 11:23:53+10:00,,
218451,2022-07-07 11:24:34.925793+10:00,m4,2022-07-07 11:24:14+10:00,,
218621,2022-07-07 11:24:53.121728+10:00,m4,2022-07-07 11:24:35+10:00,,
218711,2022-07-07 11:25:16.967097+10:00,m4,2022-07-07 11:25:02+10:00,,
218801,2022-07-07 11:25:45.007305+10:00,m4,2022-07-07 11:25:25+10:00,,
219343,2022-07-07 11:26:07.026836+10:00,m4,2022-07-07 11:25:45+10:00,,
219647,2022-07-07 11:26:29.057567+10:00,m4,2022-07-07 11:26:07+10:00,,
219935,2022-07-07 11:26:49.088222+10:00,m4,2022-07-07 11:26:28+10:00,,
220152,2022-07-07 11:27:07.113121+10:00,m4,2022-07-07 11:26:48+10:00,,
220447,2022-07-07 11:27:35.138386+10:00,m4,2022-07-07 11:27:16+10:00,,
220557,2022-07-07 11:30:35.354666+10:00,m3,2022-07-07 11:27:35+10:00,,
220688,2022-07-07 11:27:57.159266+10:00,m4,2022-07-07 11:27:36+10:00,,
220772,2022-07-07 11:30:35.362106+10:00,m5,2022-07-07 11:27:37+10:00,,
223022,2022-07-07 11:50:28.785263+10:00,m6,2022-07-07 11:27:42+10:00,,
224471,2022-07-07 11:50:26.793861+10:00,m2,2022-07-07 11:27:44+10:00,,
